 0.00000000e+00  1.79999999e+00  0.00000000e+00  2.12925184e-07  0.00000000e+00  2.12925184e-07  0.00000000e+00  2.12925184e-07  0.00000000e+00  2.12925218e-07  0.00000000e+00  2.12925171e-07  0.00000000e+00  2.12925171e-07  0.00000000e+00  2.12925171e-07  0.00000000e+00  2.12925218e-07  0.00000000e+00  2.12925171e-07  0.00000000e+00  2.12925171e-07  0.00000000e+00  2.12925171e-07  0.00000000e+00  2.12925218e-07  0.00000000e+00  2.12925171e-07  0.00000000e+00  2.12925171e-07  0.00000000e+00  2.12925171e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 
 5.00000000e-14  1.79999999e+00  5.00000000e-14  2.12925184e-07  5.00000000e-14  2.12925184e-07  5.00000000e-14  2.12925184e-07  5.00000000e-14  2.12925207e-07  5.00000000e-14  2.12925171e-07  5.00000000e-14  2.12925171e-07  5.00000000e-14  2.12925171e-07  5.00000000e-14  2.12925218e-07  5.00000000e-14  2.12925171e-07  5.00000000e-14  2.12925171e-07  5.00000000e-14  2.12925170e-07  5.00000000e-14  2.12925218e-07  5.00000000e-14  2.12925171e-07  5.00000000e-14  2.12925170e-07  5.00000000e-14  2.12925170e-07  5.00000000e-14  0.00000000e+00  5.00000000e-14  0.00000000e+00  5.00000000e-14  0.00000000e+00  5.00000000e-14  0.00000000e+00  5.00000000e-14  1.80000000e+00  5.00000000e-14  1.80000000e+00  5.00000000e-14  1.80000000e+00  5.00000000e-14  1.80000000e+00 
 1.00000000e-13  1.79999999e+00  1.00000000e-13  2.12925184e-07  1.00000000e-13  2.12925184e-07  1.00000000e-13  2.12925183e-07  1.00000000e-13  2.12925198e-07  1.00000000e-13  2.12925171e-07  1.00000000e-13  2.12925171e-07  1.00000000e-13  2.12925171e-07  1.00000000e-13  2.12925219e-07  1.00000000e-13  2.12925171e-07  1.00000000e-13  2.12925171e-07  1.00000000e-13  2.12925171e-07  1.00000000e-13  2.12925218e-07  1.00000000e-13  2.12925171e-07  1.00000000e-13  2.12925170e-07  1.00000000e-13  2.12925170e-07  1.00000000e-13  0.00000000e+00  1.00000000e-13  0.00000000e+00  1.00000000e-13  0.00000000e+00  1.00000000e-13  0.00000000e+00  1.00000000e-13  1.80000000e+00  1.00000000e-13  1.80000000e+00  1.00000000e-13  1.80000000e+00  1.00000000e-13  1.80000000e+00 
 2.00000000e-13  1.79999999e+00  2.00000000e-13  2.12925183e-07  2.00000000e-13  2.12925183e-07  2.00000000e-13  2.12925183e-07  2.00000000e-13  2.12925180e-07  2.00000000e-13  2.12925171e-07  2.00000000e-13  2.12925171e-07  2.00000000e-13  2.12925171e-07  2.00000000e-13  2.12925220e-07  2.00000000e-13  2.12925171e-07  2.00000000e-13  2.12925170e-07  2.00000000e-13  2.12925171e-07  2.00000000e-13  2.12925219e-07  2.00000000e-13  2.12925171e-07  2.00000000e-13  2.12925170e-07  2.00000000e-13  2.12925171e-07  2.00000000e-13  0.00000000e+00  2.00000000e-13  0.00000000e+00  2.00000000e-13  0.00000000e+00  2.00000000e-13  0.00000000e+00  2.00000000e-13  1.80000000e+00  2.00000000e-13  1.80000000e+00  2.00000000e-13  1.80000000e+00  2.00000000e-13  1.80000000e+00 
 4.00000000e-13  1.79999999e+00  4.00000000e-13  2.12925183e-07  4.00000000e-13  2.12925182e-07  4.00000000e-13  2.12925183e-07  4.00000000e-13  2.12925148e-07  4.00000000e-13  2.12925170e-07  4.00000000e-13  2.12925172e-07  4.00000000e-13  2.12925171e-07  4.00000000e-13  2.12925219e-07  4.00000000e-13  2.12925171e-07  4.00000000e-13  2.12925170e-07  4.00000000e-13  2.12925171e-07  4.00000000e-13  2.12925218e-07  4.00000000e-13  2.12925171e-07  4.00000000e-13  2.12925170e-07  4.00000000e-13  2.12925170e-07  4.00000000e-13  0.00000000e+00  4.00000000e-13  0.00000000e+00  4.00000000e-13  0.00000000e+00  4.00000000e-13  0.00000000e+00  4.00000000e-13  1.80000000e+00  4.00000000e-13  1.80000000e+00  4.00000000e-13  1.80000000e+00  4.00000000e-13  1.80000000e+00 
 8.00000000e-13  1.79999999e+00  8.00000000e-13  2.12925182e-07  8.00000000e-13  2.12925183e-07  8.00000000e-13  2.12925183e-07  8.00000000e-13  2.12925100e-07  8.00000000e-13  2.12925170e-07  8.00000000e-13  2.12925171e-07  8.00000000e-13  2.12925172e-07  8.00000000e-13  2.12925219e-07  8.00000000e-13  2.12925171e-07  8.00000000e-13  2.12925170e-07  8.00000000e-13  2.12925170e-07  8.00000000e-13  2.12925219e-07  8.00000000e-13  2.12925171e-07  8.00000000e-13  2.12925169e-07  8.00000000e-13  2.12925169e-07  8.00000000e-13  0.00000000e+00  8.00000000e-13  0.00000000e+00  8.00000000e-13  0.00000000e+00  8.00000000e-13  0.00000000e+00  8.00000000e-13  1.80000000e+00  8.00000000e-13  1.80000000e+00  8.00000000e-13  1.80000000e+00  8.00000000e-13  1.80000000e+00 
 1.60000000e-12  1.79999999e+00  1.60000000e-12  2.12925183e-07  1.60000000e-12  2.12925182e-07  1.60000000e-12  2.12925183e-07  1.60000000e-12  2.12925040e-07  1.60000000e-12  2.12925172e-07  1.60000000e-12  2.12925172e-07  1.60000000e-12  2.12925175e-07  1.60000000e-12  2.12925219e-07  1.60000000e-12  2.12925172e-07  1.60000000e-12  2.12925170e-07  1.60000000e-12  2.12925170e-07  1.60000000e-12  2.12925221e-07  1.60000000e-12  2.12925171e-07  1.60000000e-12  2.12925169e-07  1.60000000e-12  2.12925169e-07  1.60000000e-12  0.00000000e+00  1.60000000e-12  0.00000000e+00  1.60000000e-12  0.00000000e+00  1.60000000e-12  0.00000000e+00  1.60000000e-12  1.80000000e+00  1.60000000e-12  1.80000000e+00  1.60000000e-12  1.80000000e+00  1.60000000e-12  1.80000000e+00 
 3.20000000e-12  1.79999999e+00  3.20000000e-12  2.12925184e-07  3.20000000e-12  2.12925183e-07  3.20000000e-12  2.12925184e-07  3.20000000e-12  2.12924999e-07  3.20000000e-12  2.12925171e-07  3.20000000e-12  2.12925171e-07  3.20000000e-12  2.12925172e-07  3.20000000e-12  2.12925219e-07  3.20000000e-12  2.12925171e-07  3.20000000e-12  2.12925169e-07  3.20000000e-12  2.12925170e-07  3.20000000e-12  2.12925220e-07  3.20000000e-12  2.12925171e-07  3.20000000e-12  2.12925171e-07  3.20000000e-12  2.12925170e-07  3.20000000e-12  0.00000000e+00  3.20000000e-12  0.00000000e+00  3.20000000e-12  0.00000000e+00  3.20000000e-12  0.00000000e+00  3.20000000e-12  1.80000000e+00  3.20000000e-12  1.80000000e+00  3.20000000e-12  1.80000000e+00  3.20000000e-12  1.80000000e+00 
 6.40000000e-12  1.79999999e+00  6.40000000e-12  2.12925184e-07  6.40000000e-12  2.12925184e-07  6.40000000e-12  2.12925183e-07  6.40000000e-12  2.12925024e-07  6.40000000e-12  2.12925171e-07  6.40000000e-12  2.12925171e-07  6.40000000e-12  2.12925172e-07  6.40000000e-12  2.12925220e-07  6.40000000e-12  2.12925171e-07  6.40000000e-12  2.12925171e-07  6.40000000e-12  2.12925170e-07  6.40000000e-12  2.12925220e-07  6.40000000e-12  2.12925170e-07  6.40000000e-12  2.12925171e-07  6.40000000e-12  2.12925171e-07  6.40000000e-12  0.00000000e+00  6.40000000e-12  0.00000000e+00  6.40000000e-12  0.00000000e+00  6.40000000e-12  0.00000000e+00  6.40000000e-12  1.80000000e+00  6.40000000e-12  1.80000000e+00  6.40000000e-12  1.80000000e+00  6.40000000e-12  1.80000000e+00 
 1.14000000e-11  1.79999999e+00  1.14000000e-11  2.12925184e-07  1.14000000e-11  2.12925184e-07  1.14000000e-11  2.12925184e-07  1.14000000e-11  2.12925090e-07  1.14000000e-11  2.12925170e-07  1.14000000e-11  2.12925171e-07  1.14000000e-11  2.12925170e-07  1.14000000e-11  2.12925219e-07  1.14000000e-11  2.12925170e-07  1.14000000e-11  2.12925171e-07  1.14000000e-11  2.12925170e-07  1.14000000e-11  2.12925219e-07  1.14000000e-11  2.12925170e-07  1.14000000e-11  2.12925170e-07  1.14000000e-11  2.12925170e-07  1.14000000e-11  0.00000000e+00  1.14000000e-11  0.00000000e+00  1.14000000e-11  0.00000000e+00  1.14000000e-11  0.00000000e+00  1.14000000e-11  1.80000000e+00  1.14000000e-11  1.80000000e+00  1.14000000e-11  1.80000000e+00  1.14000000e-11  1.80000000e+00 
 1.64000000e-11  1.79999999e+00  1.64000000e-11  2.12925184e-07  1.64000000e-11  2.12925184e-07  1.64000000e-11  2.12925184e-07  1.64000000e-11  2.12925132e-07  1.64000000e-11  2.12925171e-07  1.64000000e-11  2.12925170e-07  1.64000000e-11  2.12925170e-07  1.64000000e-11  2.12925218e-07  1.64000000e-11  2.12925170e-07  1.64000000e-11  2.12925170e-07  1.64000000e-11  2.12925171e-07  1.64000000e-11  2.12925219e-07  1.64000000e-11  2.12925171e-07  1.64000000e-11  2.12925171e-07  1.64000000e-11  2.12925170e-07  1.64000000e-11  0.00000000e+00  1.64000000e-11  0.00000000e+00  1.64000000e-11  0.00000000e+00  1.64000000e-11  0.00000000e+00  1.64000000e-11  1.80000000e+00  1.64000000e-11  1.80000000e+00  1.64000000e-11  1.80000000e+00  1.64000000e-11  1.80000000e+00 
 2.14000000e-11  1.79999999e+00  2.14000000e-11  2.12925184e-07  2.14000000e-11  2.12925184e-07  2.14000000e-11  2.12925184e-07  2.14000000e-11  2.12925161e-07  2.14000000e-11  2.12925171e-07  2.14000000e-11  2.12925170e-07  2.14000000e-11  2.12925170e-07  2.14000000e-11  2.12925218e-07  2.14000000e-11  2.12925171e-07  2.14000000e-11  2.12925171e-07  2.14000000e-11  2.12925171e-07  2.14000000e-11  2.12925218e-07  2.14000000e-11  2.12925171e-07  2.14000000e-11  2.12925170e-07  2.14000000e-11  2.12925171e-07  2.14000000e-11  0.00000000e+00  2.14000000e-11  0.00000000e+00  2.14000000e-11  0.00000000e+00  2.14000000e-11  0.00000000e+00  2.14000000e-11  1.80000000e+00  2.14000000e-11  1.80000000e+00  2.14000000e-11  1.80000000e+00  2.14000000e-11  1.80000000e+00 
 2.64000000e-11  1.79999999e+00  2.64000000e-11  2.12925184e-07  2.64000000e-11  2.12925184e-07  2.64000000e-11  2.12925184e-07  2.64000000e-11  2.12925180e-07  2.64000000e-11  2.12925170e-07  2.64000000e-11  2.12925170e-07  2.64000000e-11  2.12925170e-07  2.64000000e-11  2.12925218e-07  2.64000000e-11  2.12925170e-07  2.64000000e-11  2.12925171e-07  2.64000000e-11  2.12925171e-07  2.64000000e-11  2.12925218e-07  2.64000000e-11  2.12925171e-07  2.64000000e-11  2.12925171e-07  2.64000000e-11  2.12925171e-07  2.64000000e-11  0.00000000e+00  2.64000000e-11  0.00000000e+00  2.64000000e-11  0.00000000e+00  2.64000000e-11  0.00000000e+00  2.64000000e-11  1.80000000e+00  2.64000000e-11  1.80000000e+00  2.64000000e-11  1.80000000e+00  2.64000000e-11  1.80000000e+00 
 3.14000000e-11  1.79999999e+00  3.14000000e-11  2.12925184e-07  3.14000000e-11  2.12925184e-07  3.14000000e-11  2.12925184e-07  3.14000000e-11  2.12925192e-07  3.14000000e-11  2.12925170e-07  3.14000000e-11  2.12925170e-07  3.14000000e-11  2.12925171e-07  3.14000000e-11  2.12925218e-07  3.14000000e-11  2.12925170e-07  3.14000000e-11  2.12925171e-07  3.14000000e-11  2.12925171e-07  3.14000000e-11  2.12925218e-07  3.14000000e-11  2.12925171e-07  3.14000000e-11  2.12925170e-07  3.14000000e-11  2.12925171e-07  3.14000000e-11  0.00000000e+00  3.14000000e-11  0.00000000e+00  3.14000000e-11  0.00000000e+00  3.14000000e-11  0.00000000e+00  3.14000000e-11  1.80000000e+00  3.14000000e-11  1.80000000e+00  3.14000000e-11  1.80000000e+00  3.14000000e-11  1.80000000e+00 
 3.64000000e-11  1.79999999e+00  3.64000000e-11  2.12925184e-07  3.64000000e-11  2.12925184e-07  3.64000000e-11  2.12925184e-07  3.64000000e-11  2.12925201e-07  3.64000000e-11  2.12925170e-07  3.64000000e-11  2.12925170e-07  3.64000000e-11  2.12925171e-07  3.64000000e-11  2.12925218e-07  3.64000000e-11  2.12925171e-07  3.64000000e-11  2.12925170e-07  3.64000000e-11  2.12925171e-07  3.64000000e-11  2.12925218e-07  3.64000000e-11  2.12925171e-07  3.64000000e-11  2.12925171e-07  3.64000000e-11  2.12925171e-07  3.64000000e-11  0.00000000e+00  3.64000000e-11  0.00000000e+00  3.64000000e-11  0.00000000e+00  3.64000000e-11  0.00000000e+00  3.64000000e-11  1.80000000e+00  3.64000000e-11  1.80000000e+00  3.64000000e-11  1.80000000e+00  3.64000000e-11  1.80000000e+00 
