 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.69840562e+00  0.00000000e+00  1.57864229e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00 
 1.00000000e-11  0.00000000e+00  1.00000000e-11  0.00000000e+00  1.00000000e-11  1.69840562e+00  1.00000000e-11  1.57864229e+00  1.00000000e-11  1.80000000e+00  1.00000000e-11  0.00000000e+00  1.00000000e-11  1.80000000e+00 
 2.00000000e-11  0.00000000e+00  2.00000000e-11  0.00000000e+00  2.00000000e-11  1.69840562e+00  2.00000000e-11  1.57864229e+00  2.00000000e-11  1.80000000e+00  2.00000000e-11  0.00000000e+00  2.00000000e-11  1.80000000e+00 
 4.00000000e-11  0.00000000e+00  4.00000000e-11  0.00000000e+00  4.00000000e-11  1.69840562e+00  4.00000000e-11  1.57864229e+00  4.00000000e-11  1.80000000e+00  4.00000000e-11  0.00000000e+00  4.00000000e-11  1.80000000e+00 
 8.00000000e-11  0.00000000e+00  8.00000000e-11  0.00000000e+00  8.00000000e-11  1.69840562e+00  8.00000000e-11  1.57864229e+00  8.00000000e-11  1.80000000e+00  8.00000000e-11  0.00000000e+00  8.00000000e-11  1.80000000e+00 
 1.60000000e-10  0.00000000e+00  1.60000000e-10  0.00000000e+00  1.60000000e-10  1.69840562e+00  1.60000000e-10  1.57864229e+00  1.60000000e-10  1.80000000e+00  1.60000000e-10  0.00000000e+00  1.60000000e-10  1.80000000e+00 
 3.20000000e-10  0.00000000e+00  3.20000000e-10  0.00000000e+00  3.20000000e-10  1.69840562e+00  3.20000000e-10  1.57864229e+00  3.20000000e-10  1.80000000e+00  3.20000000e-10  0.00000000e+00  3.20000000e-10  1.80000000e+00 
 6.40000000e-10  0.00000000e+00  6.40000000e-10  0.00000000e+00  6.40000000e-10  1.69840562e+00  6.40000000e-10  1.57864229e+00  6.40000000e-10  1.80000000e+00  6.40000000e-10  0.00000000e+00  6.40000000e-10  1.80000000e+00 
 1.28000000e-09  0.00000000e+00  1.28000000e-09  0.00000000e+00  1.28000000e-09  1.69840562e+00  1.28000000e-09  1.57864229e+00  1.28000000e-09  1.80000000e+00  1.28000000e-09  0.00000000e+00  1.28000000e-09  1.80000000e+00 
 2.28000000e-09  0.00000000e+00  2.28000000e-09  0.00000000e+00  2.28000000e-09  1.69840562e+00  2.28000000e-09  1.57864229e+00  2.28000000e-09  1.80000000e+00  2.28000000e-09  0.00000000e+00  2.28000000e-09  1.80000000e+00 
 3.28000000e-09  0.00000000e+00  3.28000000e-09  0.00000000e+00  3.28000000e-09  1.69840562e+00  3.28000000e-09  1.57864229e+00  3.28000000e-09  1.80000000e+00  3.28000000e-09  0.00000000e+00  3.28000000e-09  1.80000000e+00 
