 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  4.00070243e-07  0.00000000e+00  1.79999999e+00  0.00000000e+00  1.79999999e+00  0.00000000e+00  4.00070274e-07  0.00000000e+00  3.62609795e-07  0.00000000e+00  4.98636953e-07  0.00000000e+00  1.53021354e+00 
 2.00000000e-13  1.80000000e-02  2.00000000e-13  1.80000000e+00  2.00000000e-13  0.00000000e+00  2.00000000e-13  1.80000046e+00  2.00000000e-13  1.53528220e-03  2.00000000e-13  1.80027787e+00  2.00000000e-13  1.80000386e+00  2.00000000e-13  1.53940483e-05  2.00000000e-13  1.19968127e-03  2.00000000e-13  1.52654463e-05  2.00000000e-13  1.53024290e+00 
 4.00000000e-13  3.60000000e-02  4.00000000e-13  1.80000000e+00  4.00000000e-13  0.00000000e+00  4.00000000e-13  1.80000075e+00  4.00000000e-13  2.86027452e-03  4.00000000e-13  1.80049325e+00  4.00000000e-13  1.80000633e+00  4.00000000e-13  2.41854990e-05  4.00000000e-13  2.13359749e-03  4.00000000e-13  2.51122871e-05  4.00000000e-13  1.53026179e+00 
 8.00000000e-13  7.20000000e-02  8.00000000e-13  1.80000000e+00  8.00000000e-13  0.00000000e+00  8.00000000e-13  1.80000122e+00  8.00000000e-13  5.23126607e-03  8.00000000e-13  1.80087069e+00  8.00000000e-13  1.80001050e+00  8.00000000e-13  3.66975459e-05  8.00000000e-13  3.81908368e-03  8.00000000e-13  4.14226582e-05  8.00000000e-13  1.53029417e+00 
 1.60000000e-12  1.44000000e-01  1.60000000e-12  1.80000000e+00  1.60000000e-12  0.00000000e+00  1.60000000e-12  1.80000173e+00  1.60000000e-12  8.63705697e-03  1.60000000e-12  1.80137891e+00  1.60000000e-12  1.80001552e+00  1.60000000e-12  4.04958307e-05  1.60000000e-12  6.44133702e-03  1.60000000e-12  5.93310065e-05  1.60000000e-12  1.53033739e+00 
 3.20000000e-12  2.88000000e-01  3.20000000e-12  1.80000000e+00  3.20000000e-12  0.00000000e+00  3.20000000e-12  1.80000177e+00  3.20000000e-12  1.19666840e-02  3.20000000e-12  1.80176683e+00  3.20000000e-12  1.80001734e+00  3.20000000e-12  1.94205958e-05  3.20000000e-12  9.87275047e-03  3.20000000e-12  6.22677760e-05  3.20000000e-12  1.53036952e+00 
 6.40000000e-12  5.76000000e-01  6.40000000e-12  1.80000000e+00  6.40000000e-12  0.00000000e+00  6.40000000e-12  1.80000082e+00  6.40000000e-12  1.29579893e-02  6.40000000e-12  1.80157864e+00  6.40000000e-12  1.80001007e+00  6.40000000e-12 -1.48783355e-05  6.40000000e-12  1.51145604e-02  6.40000000e-12  3.26474763e-05  6.40000000e-12  1.53035114e+00 
 1.28000000e-11  1.15200000e+00  1.28000000e-11  1.80000000e+00  1.28000000e-11  0.00000000e+00  1.28000000e-11  1.79999891e+00  1.28000000e-11  6.39383134e-03  1.28000000e-11  1.80011350e+00  1.28000000e-11  1.79999139e+00  1.28000000e-11 -3.27664243e-05  1.28000000e-11  2.75598946e-02  1.28000000e-11 -3.28133326e-05  1.28000000e-11  1.53022061e+00 
 2.00000000e-11  1.80000000e+00  2.00000000e-11  1.80000000e+00  2.00000000e-11  0.00000000e+00  2.00000000e-11  1.79999496e+00  2.00000000e-11 -3.23736558e-02  2.00000000e-11  1.79509465e+00  2.00000000e-11  1.79995307e+00  2.00000000e-11 -5.75837596e-05  2.00000000e-11  2.25883826e-02  2.00000000e-11 -1.78901771e-04  2.00000000e-11  1.52977614e+00 
 2.12800000e-11  1.80000000e+00  2.12800000e-11  1.80000000e+00  2.12800000e-11  0.00000000e+00  2.12800000e-11  1.79999388e+00  2.12800000e-11 -4.54691265e-02  2.12800000e-11  1.79355879e+00  2.12800000e-11  1.79994278e+00  2.12800000e-11 -4.76305322e-05  2.12800000e-11  1.31288414e-02  2.12800000e-11 -2.18703680e-04  2.12800000e-11  1.52964073e+00 
 2.38400000e-11  1.80000000e+00  2.38400000e-11  1.80000000e+00  2.38400000e-11  0.00000000e+00  2.38400000e-11  1.79999215e+00  2.38400000e-11 -7.33454017e-02  2.38400000e-11  1.79048389e+00  2.38400000e-11  1.79992485e+00  2.38400000e-11 -9.28174292e-06  2.38400000e-11  2.49544246e-03  2.38400000e-11 -2.86629117e-04  2.38400000e-11  1.52937068e+00 
 2.89600000e-11  1.80000000e+00  2.89600000e-11  1.80000000e+00  2.89600000e-11  0.00000000e+00  2.89600000e-11  1.79999229e+00  2.89600000e-11 -1.25022376e-01  2.89600000e-11  1.78624817e+00  2.89600000e-11  1.79991940e+00  2.89600000e-11  7.16444607e-05  2.89600000e-11  2.94560689e-04  2.89600000e-11 -3.02159573e-04  2.89600000e-11  1.52900456e+00 
 3.92000000e-11  1.80000000e+00  3.92000000e-11  1.80000000e+00  3.92000000e-11  0.00000000e+00  3.92000000e-11  1.80002770e+00  3.92000000e-11  1.04981647e-01  3.92000000e-11  1.82207181e+00  3.92000000e-11  1.80026336e+00  3.92000000e-11  2.74934021e-04  3.92000000e-11  1.28557536e-03  3.92000000e-11  9.49919258e-04  3.92000000e-11  1.53219059e+00 
 5.93300607e-11  1.80000000e+00  5.93300607e-11  1.80000000e+00  5.93300607e-11  0.00000000e+00  5.93300607e-11  1.79996740e+00  5.93300607e-11  1.18489788e+00  5.93300607e-11  1.77493374e+00  5.93300607e-11  1.79971420e+00  5.93300607e-11 -7.87103742e-04  5.93300607e-11  1.09889544e-03  5.93300607e-11 -1.12305030e-03  5.93300607e-11  1.52793457e+00 
 8.41810677e-11  1.80000000e+00  8.41810677e-11  1.80000000e+00  8.41810677e-11  0.00000000e+00  8.41810677e-11  1.79985613e+00  8.41810677e-11  1.80206909e+00  8.41810677e-11  9.35547858e-01  8.41810677e-11  1.79561806e+00  8.41810677e-11 -1.99970306e-03  8.41810677e-11  1.06723860e-03  8.41810677e-11 -5.92152935e-03  8.41810677e-11  1.42114657e+00 
 1.10035207e-10  1.80000000e+00  1.10035207e-10  1.80000000e+00  1.10035207e-10  0.00000000e+00  1.10035207e-10  1.80623884e+00  1.10035207e-10  1.76251458e+00  1.10035207e-10  2.05034664e-01  1.10035207e-10  1.83091104e+00  1.10035207e-10  3.13017719e-03  1.10035207e-10  6.80332776e-04  1.10035207e-10  2.39578679e-01  1.10035207e-10  1.63335728e+00 
 1.46141133e-10  1.80000000e+00  1.46141133e-10  1.80000000e+00  1.46141133e-10  0.00000000e+00  1.46141133e-10  1.81551951e+00  1.46141133e-10  1.80287991e+00  1.46141133e-10 -1.76899227e-02  1.46141133e-10  1.84114846e+00  1.46141133e-10 -1.14363865e-03  1.46141133e-10  5.92286142e-04  1.46141133e-10  7.37264043e-01  1.46141133e-10  1.84539472e+00 
 1.84451343e-10  1.80000000e+00  1.84451343e-10  1.80000000e+00  1.84451343e-10  0.00000000e+00  1.84451343e-10  1.79291166e+00  1.84451343e-10  1.79859709e+00  1.84451343e-10  8.03503169e-03  1.84451343e-10  1.80443104e+00  1.84451343e-10  1.17926654e-04  1.84451343e-10  3.62680145e-04  1.84451343e-10  9.25034605e-01  1.84451343e-10  1.77082197e+00 
