 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.01946923e+00  0.00000000e+00  1.01946923e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.79999999e+00  0.00000000e+00  1.79999999e+00  0.00000000e+00  4.00070274e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 
 5.00000000e-14  0.00000000e+00  5.00000000e-14  0.00000000e+00  5.00000000e-14  1.01946923e+00  5.00000000e-14  1.01946923e+00  5.00000000e-14  1.80000000e+00  5.00000000e-14  1.80000000e+00  5.00000000e-14  1.79999999e+00  5.00000000e-14  1.79999999e+00  5.00000000e-14  4.00068897e-07  5.00000000e-14  1.80000000e+00  5.00000000e-14  1.80000000e+00  5.00000000e-14  1.80000000e+00  5.00000000e-14  1.80000000e+00  5.00000000e-14  1.80000000e+00  5.00000000e-14  1.80000000e+00  5.00000000e-14  1.80000000e+00  5.00000000e-14  1.80000000e+00 
 1.00000000e-13  0.00000000e+00  1.00000000e-13  0.00000000e+00  1.00000000e-13  1.01946923e+00  1.00000000e-13  1.01946923e+00  1.00000000e-13  1.80000000e+00  1.00000000e-13  1.80000000e+00  1.00000000e-13  1.79999999e+00  1.00000000e-13  1.79999999e+00  1.00000000e-13  4.00067715e-07  1.00000000e-13  1.80000000e+00  1.00000000e-13  1.80000000e+00  1.00000000e-13  1.80000000e+00  1.00000000e-13  1.80000000e+00  1.00000000e-13  1.80000000e+00  1.00000000e-13  1.80000000e+00  1.00000000e-13  1.80000000e+00  1.00000000e-13  1.80000000e+00 
 2.00000000e-13  0.00000000e+00  2.00000000e-13  0.00000000e+00  2.00000000e-13  1.01946923e+00  2.00000000e-13  1.01946923e+00  2.00000000e-13  1.80000000e+00  2.00000000e-13  1.80000000e+00  2.00000000e-13  1.79999999e+00  2.00000000e-13  1.79999999e+00  2.00000000e-13  4.00065318e-07  2.00000000e-13  1.80000000e+00  2.00000000e-13  1.80000000e+00  2.00000000e-13  1.80000000e+00  2.00000000e-13  1.80000000e+00  2.00000000e-13  1.80000000e+00  2.00000000e-13  1.80000000e+00  2.00000000e-13  1.80000000e+00  2.00000000e-13  1.80000000e+00 
 4.00000000e-13  0.00000000e+00  4.00000000e-13  0.00000000e+00  4.00000000e-13  1.01946923e+00  4.00000000e-13  1.01946923e+00  4.00000000e-13  1.80000000e+00  4.00000000e-13  1.80000000e+00  4.00000000e-13  1.79999999e+00  4.00000000e-13  1.79999999e+00  4.00000000e-13  4.00059888e-07  4.00000000e-13  1.79999999e+00  4.00000000e-13  1.79999999e+00  4.00000000e-13  1.79999999e+00  4.00000000e-13  1.79999999e+00  4.00000000e-13  1.79999999e+00  4.00000000e-13  1.79999999e+00  4.00000000e-13  1.79999999e+00  4.00000000e-13  1.79999999e+00 
 8.00000000e-13  0.00000000e+00  8.00000000e-13  0.00000000e+00  8.00000000e-13  1.01946923e+00  8.00000000e-13  1.01946923e+00  8.00000000e-13  1.80000000e+00  8.00000000e-13  1.80000000e+00  8.00000000e-13  1.79999999e+00  8.00000000e-13  1.79999999e+00  8.00000000e-13  4.00046725e-07  8.00000000e-13  1.79999998e+00  8.00000000e-13  1.79999998e+00  8.00000000e-13  1.79999998e+00  8.00000000e-13  1.79999998e+00  8.00000000e-13  1.79999998e+00  8.00000000e-13  1.79999998e+00  8.00000000e-13  1.79999998e+00  8.00000000e-13  1.79999998e+00 
 1.60000000e-12  0.00000000e+00  1.60000000e-12  0.00000000e+00  1.60000000e-12  1.01946923e+00  1.60000000e-12  1.01946923e+00  1.60000000e-12  1.80000000e+00  1.60000000e-12  1.80000000e+00  1.60000000e-12  1.79999999e+00  1.60000000e-12  1.79999999e+00  1.60000000e-12  4.00014716e-07  1.60000000e-12  1.79999997e+00  1.60000000e-12  1.79999997e+00  1.60000000e-12  1.79999997e+00  1.60000000e-12  1.79999997e+00  1.60000000e-12  1.79999997e+00  1.60000000e-12  1.79999997e+00  1.60000000e-12  1.79999997e+00  1.60000000e-12  1.79999997e+00 
 3.20000000e-12  0.00000000e+00  3.20000000e-12  0.00000000e+00  3.20000000e-12  1.01946923e+00  3.20000000e-12  1.01946923e+00  3.20000000e-12  1.80000000e+00  3.20000000e-12  1.80000000e+00  3.20000000e-12  1.79999999e+00  3.20000000e-12  1.79999999e+00  3.20000000e-12  3.99943071e-07  3.20000000e-12  1.79999994e+00  3.20000000e-12  1.79999994e+00  3.20000000e-12  1.79999994e+00  3.20000000e-12  1.79999994e+00  3.20000000e-12  1.79999994e+00  3.20000000e-12  1.79999994e+00  3.20000000e-12  1.79999994e+00  3.20000000e-12  1.79999994e+00 
 6.40000000e-12  0.00000000e+00  6.40000000e-12  0.00000000e+00  6.40000000e-12  1.01946923e+00  6.40000000e-12  1.01946923e+00  6.40000000e-12  1.80000000e+00  6.40000000e-12  1.80000000e+00  6.40000000e-12  1.79999999e+00  6.40000000e-12  1.79999999e+00  6.40000000e-12  3.99814085e-07  6.40000000e-12  1.79999990e+00  6.40000000e-12  1.79999989e+00  6.40000000e-12  1.79999989e+00  6.40000000e-12  1.79999989e+00  6.40000000e-12  1.79999990e+00  6.40000000e-12  1.79999989e+00  6.40000000e-12  1.79999990e+00  6.40000000e-12  1.79999989e+00 
 1.00000000e-11  0.00000000e+00  1.00000000e-11  0.00000000e+00  1.00000000e-11  1.01946923e+00  1.00000000e-11  1.01946923e+00  1.00000000e-11  1.80000000e+00  1.00000000e-11  1.80000000e+00  1.00000000e-11  1.79999999e+00  1.00000000e-11  1.79999999e+00  1.00000000e-11  3.99712600e-07  1.00000000e-11  1.79999986e+00  1.00000000e-11  1.79999984e+00  1.00000000e-11  1.79999985e+00  1.00000000e-11  1.79999984e+00  1.00000000e-11  1.79999986e+00  1.00000000e-11  1.79999984e+00  1.00000000e-11  1.79999985e+00  1.00000000e-11  1.79999984e+00 
