 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.61846458e-06  0.00000000e+00  6.61846458e-06  0.00000000e+00  6.61846458e-06  0.00000000e+00  6.61846458e-06  0.00000000e+00  1.79999999e+00  0.00000000e+00  1.79999999e+00  0.00000000e+00  4.00070274e-07  0.00000000e+00  1.79999999e+00  0.00000000e+00  7.42471866e-01  0.00000000e+00  7.42471593e-01  0.00000000e+00  3.29875141e-06  0.00000000e+00  7.42471593e-01  0.00000000e+00  7.42471990e-01  0.00000000e+00  7.42471717e-01  0.00000000e+00  1.45048434e+00  0.00000000e+00  7.42471717e-01  0.00000000e+00  7.42474915e-01  0.00000000e+00  7.42475040e-01  0.00000000e+00  7.42474915e-01  0.00000000e+00  7.42475040e-01  0.00000000e+00  7.42474915e-01  0.00000000e+00  7.42475040e-01  0.00000000e+00  7.42474915e-01  0.00000000e+00  7.42475040e-01 
 1.00000000e-13  1.80000000e-04  1.00000000e-13  0.00000000e+00  1.00000000e-13  6.61849992e-06  1.00000000e-13  6.61849993e-06  1.00000000e-13  6.61849992e-06  1.00000000e-13  6.61849992e-06  1.00000000e-13  1.80000027e+00  1.00000000e-13  1.80000000e+00  1.00000000e-13  4.10480805e-07  1.00000000e-13  1.79999999e+00  1.00000000e-13  7.42471890e-01  1.00000000e-13  7.42471622e-01  1.00000000e-13  3.32546024e-06  1.00000000e-13  7.42471622e-01  1.00000000e-13  7.42472005e-01  1.00000000e-13  7.42471737e-01  1.00000000e-13  1.45048435e+00  1.00000000e-13  7.42471737e-01  1.00000000e-13  7.42474916e-01  1.00000000e-13  7.42475040e-01  1.00000000e-13  7.42474916e-01  1.00000000e-13  7.42475040e-01  1.00000000e-13  7.42474916e-01  1.00000000e-13  7.42475040e-01  1.00000000e-13  7.42474916e-01  1.00000000e-13  7.42475040e-01 
 2.00000000e-13  3.60000000e-04  2.00000000e-13  0.00000000e+00  2.00000000e-13  6.61851777e-06  2.00000000e-13  6.61851777e-06  2.00000000e-13  6.61851777e-06  2.00000000e-13  6.61851777e-06  2.00000000e-13  1.80000049e+00  2.00000000e-13  1.80000000e+00  2.00000000e-13  4.16483911e-07  2.00000000e-13  1.79999999e+00  2.00000000e-13  7.42471904e-01  2.00000000e-13  7.42471641e-01  2.00000000e-13  3.34258845e-06  2.00000000e-13  7.42471641e-01  2.00000000e-13  7.42472015e-01  2.00000000e-13  7.42471748e-01  2.00000000e-13  1.45048436e+00  2.00000000e-13  7.42471748e-01  2.00000000e-13  7.42474916e-01  2.00000000e-13  7.42475040e-01  2.00000000e-13  7.42474916e-01  2.00000000e-13  7.42475040e-01  2.00000000e-13  7.42474916e-01  2.00000000e-13  7.42475040e-01  2.00000000e-13  7.42474916e-01  2.00000000e-13  7.42475040e-01 
 4.00000000e-13  7.20000000e-04  4.00000000e-13  0.00000000e+00  4.00000000e-13  6.61855624e-06  4.00000000e-13  6.61855624e-06  4.00000000e-13  6.61855624e-06  4.00000000e-13  6.61855624e-06  4.00000000e-13  1.80000089e+00  4.00000000e-13  1.80000000e+00  4.00000000e-13  4.27923139e-07  4.00000000e-13  1.79999999e+00  4.00000000e-13  7.42471932e-01  4.00000000e-13  7.42471675e-01  4.00000000e-13  3.37455592e-06  4.00000000e-13  7.42471675e-01  4.00000000e-13  7.42472032e-01  4.00000000e-13  7.42471770e-01  4.00000000e-13  1.45048438e+00  4.00000000e-13  7.42471770e-01  4.00000000e-13  7.42474917e-01  4.00000000e-13  7.42475040e-01  4.00000000e-13  7.42474917e-01  4.00000000e-13  7.42475040e-01  4.00000000e-13  7.42474917e-01  4.00000000e-13  7.42475040e-01  4.00000000e-13  7.42474917e-01  4.00000000e-13  7.42475040e-01 
 8.00000000e-13  1.44000000e-03  8.00000000e-13  0.00000000e+00  8.00000000e-13  6.61862768e-06  8.00000000e-13  6.61862768e-06  8.00000000e-13  6.61862768e-06  8.00000000e-13  6.61862768e-06  8.00000000e-13  1.80000158e+00  8.00000000e-13  1.80000000e+00  8.00000000e-13  4.47521116e-07  8.00000000e-13  1.79999999e+00  8.00000000e-13  7.42471978e-01  8.00000000e-13  7.42471733e-01  8.00000000e-13  3.42827076e-06  8.00000000e-13  7.42471733e-01  8.00000000e-13  7.42472061e-01  8.00000000e-13  7.42471807e-01  8.00000000e-13  1.45048440e+00  8.00000000e-13  7.42471807e-01  8.00000000e-13  7.42474917e-01  8.00000000e-13  7.42475041e-01  8.00000000e-13  7.42474917e-01  8.00000000e-13  7.42475041e-01  8.00000000e-13  7.42474917e-01  8.00000000e-13  7.42475041e-01  8.00000000e-13  7.42474917e-01  8.00000000e-13  7.42475041e-01 
 1.60000000e-12  2.88000000e-03  1.60000000e-12  0.00000000e+00  1.60000000e-12  6.61873308e-06  1.60000000e-12  6.61873308e-06  1.60000000e-12  6.61873308e-06  1.60000000e-12  6.61873308e-06  1.60000000e-12  1.80000257e+00  1.60000000e-12  1.80000000e+00  1.60000000e-12  4.74099986e-07  1.60000000e-12  1.79999999e+00  1.60000000e-12  7.42472044e-01  1.60000000e-12  7.42471815e-01  1.60000000e-12  3.50212514e-06  1.60000000e-12  7.42471815e-01  1.60000000e-12  7.42472101e-01  1.60000000e-12  7.42471859e-01  1.60000000e-12  1.45048444e+00  1.60000000e-12  7.42471859e-01  1.60000000e-12  7.42474918e-01  1.60000000e-12  7.42475041e-01  1.60000000e-12  7.42474918e-01  1.60000000e-12  7.42475041e-01  1.60000000e-12  7.42474918e-01  1.60000000e-12  7.42475041e-01  1.60000000e-12  7.42474918e-01  1.60000000e-12  7.42475041e-01 
 3.20000000e-12  5.76000000e-03  3.20000000e-12  0.00000000e+00  3.20000000e-12  6.61880581e-06  3.20000000e-12  6.61880581e-06  3.20000000e-12  6.61880580e-06  3.20000000e-12  6.61880581e-06  3.20000000e-12  1.80000351e+00  3.20000000e-12  1.80000000e+00  3.20000000e-12  4.92918439e-07  3.20000000e-12  1.79999999e+00  3.20000000e-12  7.42472101e-01  3.20000000e-12  7.42471885e-01  3.20000000e-12  3.55986420e-06  3.20000000e-12  7.42471885e-01  3.20000000e-12  7.42472135e-01  3.20000000e-12  7.42471902e-01  3.20000000e-12  1.45048446e+00  3.20000000e-12  7.42471902e-01  3.20000000e-12  7.42474919e-01  3.20000000e-12  7.42475042e-01  3.20000000e-12  7.42474919e-01  3.20000000e-12  7.42475042e-01  3.20000000e-12  7.42474919e-01  3.20000000e-12  7.42475042e-01  3.20000000e-12  7.42474919e-01  3.20000000e-12  7.42475042e-01 
 6.40000000e-12  1.15200000e-02  6.40000000e-12  0.00000000e+00  6.40000000e-12  6.61869472e-06  6.40000000e-12  6.61869472e-06  6.40000000e-12  6.61869472e-06  6.40000000e-12  6.61869472e-06  6.40000000e-12  1.80000334e+00  6.40000000e-12  1.79999999e+00  6.40000000e-12  4.67781112e-07  6.40000000e-12  1.79999999e+00  6.40000000e-12  7.42472075e-01  6.40000000e-12  7.42471852e-01  6.40000000e-12  3.51425938e-06  6.40000000e-12  7.42471852e-01  6.40000000e-12  7.42472116e-01  6.40000000e-12  7.42471877e-01  6.40000000e-12  1.45048442e+00  6.40000000e-12  7.42471877e-01  6.40000000e-12  7.42474918e-01  6.40000000e-12  7.42475041e-01  6.40000000e-12  7.42474918e-01  6.40000000e-12  7.42475041e-01  6.40000000e-12  7.42474918e-01  6.40000000e-12  7.42475041e-01  6.40000000e-12  7.42474918e-01  6.40000000e-12  7.42475041e-01 
 1.00000000e-11  1.80000000e-02  1.00000000e-11  0.00000000e+00  1.00000000e-11  6.61851318e-06  1.00000000e-11  6.61851318e-06  1.00000000e-11  6.61851318e-06  1.00000000e-11  6.61851318e-06  1.00000000e-11  1.80000217e+00  1.00000000e-11  1.79999999e+00  1.00000000e-11  4.19012195e-07  1.00000000e-11  1.79999999e+00  1.00000000e-11  7.42471987e-01  1.00000000e-11  7.42471741e-01  1.00000000e-11  3.40240893e-06  1.00000000e-11  7.42471741e-01  1.00000000e-11  7.42472061e-01  1.00000000e-11  7.42471806e-01  1.00000000e-11  1.45048437e+00  1.00000000e-11  7.42471806e-01  1.00000000e-11  7.42474917e-01  1.00000000e-11  7.42475040e-01  1.00000000e-11  7.42474917e-01  1.00000000e-11  7.42475040e-01  1.00000000e-11  7.42474917e-01  1.00000000e-11  7.42475040e-01  1.00000000e-11  7.42474917e-01  1.00000000e-11  7.42475040e-01 
 1.06400000e-11  1.91520000e-02  1.06400000e-11  1.15200000e-03  1.06400000e-11  6.61943980e-06  1.06400000e-11  6.61943980e-06  1.06400000e-11  6.61943980e-06  1.06400000e-11  6.61943980e-06  1.06400000e-11  1.80000203e+00  1.06400000e-11  1.80000001e+00  1.06400000e-11  4.65890659e-06  1.06400000e-11  1.79999999e+00  1.06400000e-11  7.42472422e-01  1.06400000e-11  7.42472284e-01  1.06400000e-11  3.90048208e-06  1.06400000e-11  7.42472284e-01  1.06400000e-11  7.42472549e-01  1.06400000e-11  7.42472431e-01  1.06400000e-11  1.45048484e+00  1.06400000e-11  7.42472431e-01  1.06400000e-11  7.42474924e-01  1.06400000e-11  7.42475048e-01  1.06400000e-11  7.42474924e-01  1.06400000e-11  7.42475048e-01  1.06400000e-11  7.42474924e-01  1.06400000e-11  7.42475048e-01  1.06400000e-11  7.42474924e-01  1.06400000e-11  7.42475048e-01 
