 0.00000000e+00  2.12925171e-07  0.00000000e+00  2.12925171e-07  0.00000000e+00  2.12925171e-07  0.00000000e+00  2.12925218e-07  0.00000000e+00  2.12925171e-07  0.00000000e+00  2.12925171e-07  0.00000000e+00  2.12925171e-07  0.00000000e+00  2.12925218e-07  0.00000000e+00  2.12925171e-07  0.00000000e+00  2.12925171e-07  0.00000000e+00  2.12925171e-07  0.00000000e+00  2.12925218e-07  0.00000000e+00  2.12925184e-07  0.00000000e+00  2.12925184e-07  0.00000000e+00  2.12925184e-07  0.00000000e+00  1.79999999e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 
 1.00000000e-11  2.19107999e-07  1.00000000e-11  2.16742712e-07  1.00000000e-11  2.18467487e-07  1.00000000e-11  2.12336368e-07  1.00000000e-11  2.17381360e-07  1.00000000e-11  2.15016119e-07  1.00000000e-11  2.16740860e-07  1.00000000e-11  2.09853974e-07  1.00000000e-11  2.18640395e-07  1.00000000e-11  2.16275120e-07  1.00000000e-11  2.17999886e-07  1.00000000e-11  2.11664078e-07  1.00000000e-11  2.17595101e-07  1.00000000e-11  2.13915553e-07  1.00000000e-11  2.16598687e-07  1.00000000e-11  1.79999998e+00  1.00000000e-11  1.80000000e-02  1.00000000e-11  1.80000000e-02  1.00000000e-11  1.80000000e-02  1.00000000e-11  1.80000000e-02  1.00000000e-11  1.78200000e+00  1.00000000e-11  1.78200000e+00  1.00000000e-11  1.78200000e+00  1.00000000e-11  1.78200000e+00 
 2.00000000e-11  2.13767854e-07  2.00000000e-11  2.13600942e-07  2.00000000e-11  2.14073325e-07  2.00000000e-11  2.11459619e-07  2.00000000e-11  2.13635847e-07  2.00000000e-11  2.13468846e-07  2.00000000e-11  2.13941280e-07  2.00000000e-11  2.10837129e-07  2.00000000e-11  2.13988145e-07  2.00000000e-11  2.13821195e-07  2.00000000e-11  2.14293602e-07  2.00000000e-11  2.11659119e-07  2.00000000e-11  2.13862424e-07  2.00000000e-11  2.13089586e-07  2.00000000e-11  2.14198650e-07  2.00000000e-11  1.79999999e+00  2.00000000e-11  3.60000000e-02  2.00000000e-11  3.60000000e-02  2.00000000e-11  3.60000000e-02  2.00000000e-11  3.60000000e-02  2.00000000e-11  1.76400000e+00  2.00000000e-11  1.76400000e+00  2.00000000e-11  1.76400000e+00  2.00000000e-11  1.76400000e+00 
 4.00000000e-11  2.09095589e-07  4.00000000e-11  2.10603741e-07  4.00000000e-11  2.09603320e-07  4.00000000e-11  2.12007786e-07  4.00000000e-11  2.10205200e-07  4.00000000e-11  2.11713292e-07  4.00000000e-11  2.10712909e-07  4.00000000e-11  2.13608370e-07  4.00000000e-11  2.09471415e-07  4.00000000e-11  2.10979544e-07  4.00000000e-11  2.09979137e-07  4.00000000e-11  2.12686115e-07  4.00000000e-11  2.09911588e-07  4.00000000e-11  2.12167030e-07  4.00000000e-11  2.10817313e-07  4.00000000e-11  1.80000000e+00  4.00000000e-11  7.20000000e-02  4.00000000e-11  7.20000000e-02  4.00000000e-11  7.20000000e-02  4.00000000e-11  7.20000000e-02  4.00000000e-11  1.72800000e+00  4.00000000e-11  1.72800000e+00  4.00000000e-11  1.72800000e+00  4.00000000e-11  1.72800000e+00 
 8.00000000e-11  2.13952156e-07  8.00000000e-11  2.13366712e-07  8.00000000e-11  2.13372607e-07  8.00000000e-11  2.14614712e-07  8.00000000e-11  2.13527739e-07  8.00000000e-11  2.12942244e-07  8.00000000e-11  2.12948159e-07  8.00000000e-11  2.14286998e-07  8.00000000e-11  2.13526526e-07  8.00000000e-11  2.12941042e-07  8.00000000e-11  2.12946961e-07  8.00000000e-11  2.14002862e-07  8.00000000e-11  2.13308206e-07  8.00000000e-11  2.12975525e-07  8.00000000e-11  2.12514483e-07  8.00000000e-11  1.80000000e+00  8.00000000e-11  1.44000000e-01  8.00000000e-11  1.44000000e-01  8.00000000e-11  1.44000000e-01  8.00000000e-11  1.44000000e-01  8.00000000e-11  1.65600000e+00  8.00000000e-11  1.65600000e+00  8.00000000e-11  1.65600000e+00  8.00000000e-11  1.65600000e+00 
 1.60000000e-10  2.12583995e-07  1.60000000e-10  2.12867776e-07  1.60000000e-10  2.13028105e-07  1.60000000e-10  2.12112462e-07  1.60000000e-10  2.12783081e-07  1.60000000e-10  2.13066906e-07  1.60000000e-10  2.13227177e-07  1.60000000e-10  2.12062258e-07  1.60000000e-10  2.12908512e-07  1.60000000e-10  2.13192260e-07  1.60000000e-10  2.13352580e-07  1.60000000e-10  2.12449099e-07  1.60000000e-10  2.13174224e-07  1.60000000e-10  2.13065598e-07  1.60000000e-10  2.13621992e-07  1.60000000e-10  1.79999999e+00  1.60000000e-10  2.88000000e-01  1.60000000e-10  2.88000000e-01  1.60000000e-10  2.88000000e-01  1.60000000e-10  2.88000000e-01  1.60000000e-10  1.51200000e+00  1.60000000e-10  1.51200000e+00  1.60000000e-10  1.51200000e+00  1.60000000e-10  1.51200000e+00 
 3.20000000e-10  2.13094320e-07  3.20000000e-10  2.12856908e-07  3.20000000e-10  2.12631496e-07  3.20000000e-10  2.14123001e-07  3.20000000e-10  2.12929503e-07  3.20000000e-10  2.12688891e-07  3.20000000e-10  2.12461397e-07  3.20000000e-10  2.14164105e-07  3.20000000e-10  2.12759582e-07  3.20000000e-10  2.12514048e-07  3.20000000e-10  2.12286594e-07  3.20000000e-10  2.13752569e-07  3.20000000e-10  2.12764017e-07  3.20000000e-10  2.12840212e-07  3.20000000e-10  2.12247594e-07  3.20000000e-10  1.80000000e+00  3.20000000e-10  5.76000000e-01  3.20000000e-10  5.76000000e-01  3.20000000e-10  5.76000000e-01  3.20000000e-10  5.76000000e-01  3.20000000e-10  1.22400000e+00  3.20000000e-10  1.22400000e+00  3.20000000e-10  1.22400000e+00  3.20000000e-10  1.22400000e+00 
 5.32505554e-10  1.95454491e-07  5.32505554e-10  2.03499331e-07  5.32505554e-10  2.02835315e-07  5.32505554e-10 -1.25896560e-07  5.32505554e-10  2.01376050e-07  5.32505554e-10  2.09429101e-07  5.32505554e-10  2.08766456e-07  5.32505554e-10 -1.15160916e-07  5.32505554e-10  2.00890564e-07  5.32505554e-10  2.08947764e-07  5.32505554e-10  2.08285169e-07  5.32505554e-10 -1.16013092e-07  5.32505554e-10  1.24484750e-07  5.32505554e-10  1.39391875e-07  5.32505554e-10  1.38218257e-07  5.32505554e-10  1.79999909e+00  5.32505554e-10  9.58509997e-01  5.32505554e-10  9.58509997e-01  5.32505554e-10  9.58509997e-01  5.32505554e-10  9.58509997e-01  5.32505554e-10  8.41490003e-01  5.32505554e-10  8.41490003e-01  5.32505554e-10  8.41490003e-01  5.32505554e-10  8.41490003e-01 
 7.58322603e-10  7.06636718e-03  7.58322603e-10  7.19597120e-06  7.58322603e-10  7.20167022e-06  7.58322603e-10 -3.71252297e-06  7.58322603e-10  9.54544025e-06  7.58322603e-10  2.20856959e-07  7.58322603e-10  2.23479183e-07  7.58322603e-10 -5.60913101e-06  7.58322603e-10  9.55061865e-06  7.58322603e-10  2.22802441e-07  7.58322603e-10  2.25424993e-07  7.58322603e-10 -5.60753045e-06  7.58322603e-10 -5.30310346e-06  7.58322603e-10 -4.06828889e-06  7.58322603e-10 -4.06714308e-06  7.58322603e-10  1.77644279e+00  7.58322603e-10  1.36498069e+00  7.58322603e-10  1.36498069e+00  7.58322603e-10  1.36498069e+00  7.58322603e-10  1.36498069e+00  7.58322603e-10  4.35019315e-01  7.58322603e-10  4.35019315e-01  7.58322603e-10  4.35019315e-01  7.58322603e-10  4.35019315e-01 
 9.68226770e-10  2.52797965e-02  9.68226770e-10 -5.53603059e-06  9.68226770e-10 -5.54363223e-06  9.68226770e-10  3.38818460e-06  9.68226770e-10 -9.11283487e-06  9.68226770e-10  2.10585013e-07  9.68226770e-10  2.06338839e-07  9.68226770e-10  5.28269352e-06  9.68226770e-10 -9.11902483e-06  9.68226770e-10  2.07432779e-07  9.68226770e-10  2.03186778e-07  9.68226770e-10  5.27959796e-06  9.68226770e-10 -2.39845818e-06  9.68226770e-10  3.18806006e-06  9.68226770e-10  3.18390429e-06  9.68226770e-10  1.72563893e+00  9.68226770e-10  1.74280819e+00  9.68226770e-10  1.74280819e+00  9.68226770e-10  1.74280819e+00  9.68226770e-10  1.74280819e+00  9.68226770e-10  5.71918133e-02  9.68226770e-10  5.71918133e-02  9.68226770e-10  5.71918133e-02  9.68226770e-10  5.71918133e-02 
