 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.51140154e-04  0.00000000e+00 -3.72958647e-04  0.00000000e+00 -3.69757766e-04  0.00000000e+00 -3.69751672e-04  0.00000000e+00 -3.69751668e-04  0.00000000e+00 -3.69751668e-04  0.00000000e+00 -3.69751668e-04  0.00000000e+00 -3.69751668e-04 
 2.00000000e-14  1.80000000e-02  2.00000000e-14  0.00000000e+00  2.00000000e-14 -1.50072870e-04  2.00000000e-14 -3.27740940e-04  2.00000000e-14 -3.68427328e-04  2.00000000e-14 -3.68486543e-04  2.00000000e-14 -3.68486637e-04  2.00000000e-14 -3.68486637e-04  2.00000000e-14 -3.68486637e-04  2.00000000e-14 -3.68486637e-04 
 4.00000000e-14  3.60000000e-02  4.00000000e-14  0.00000000e+00  4.00000000e-14 -1.49104966e-04  4.00000000e-14 -2.88381204e-04  4.00000000e-14 -3.67165503e-04  4.00000000e-14 -3.67268396e-04  4.00000000e-14 -3.67268537e-04  4.00000000e-14 -3.67268537e-04  4.00000000e-14 -3.67268537e-04  4.00000000e-14 -3.67268537e-04 
 8.00000000e-14  7.20000000e-02  8.00000000e-14  0.00000000e+00  8.00000000e-14 -1.47242153e-04  8.00000000e-14 -2.20126508e-04  8.00000000e-14 -3.64722125e-04  8.00000000e-14 -3.64884565e-04  8.00000000e-14 -3.64884745e-04  8.00000000e-14 -3.64884745e-04  8.00000000e-14 -3.64884745e-04  8.00000000e-14 -3.64884745e-04 
 1.60000000e-13  1.44000000e-01  1.60000000e-13  0.00000000e+00  1.60000000e-13 -1.43035849e-04  1.60000000e-13 -1.85623713e-05  1.60000000e-13 -3.59659208e-04  1.60000000e-13 -3.60266726e-04  1.60000000e-13 -3.60267779e-04  1.60000000e-13 -3.60267780e-04  1.60000000e-13 -3.60267780e-04  1.60000000e-13 -3.60267780e-04 
 3.20000000e-13  2.88000000e-01  3.20000000e-13  0.00000000e+00  3.20000000e-13 -1.33138471e-04  3.20000000e-13  8.29932379e-04  3.20000000e-13 -3.47398281e-04  3.20000000e-13 -3.51190858e-04  3.20000000e-13 -3.51200816e-04  3.20000000e-13 -3.51200839e-04  3.20000000e-13 -3.51200840e-04  3.20000000e-13 -3.51200840e-04 
 6.40000000e-13  5.76000000e-01  6.40000000e-13  0.00000000e+00  6.40000000e-13 -1.12777978e-04  6.40000000e-13  3.66144347e-03  6.40000000e-13 -3.09615152e-04  6.40000000e-13 -3.33492610e-04  6.40000000e-13 -3.33611791e-04  6.40000000e-13 -3.33612326e-04  6.40000000e-13 -3.33612329e-04  6.40000000e-13 -3.33612329e-04 
 1.28000000e-12  1.15200000e+00  1.28000000e-12  0.00000000e+00  1.28000000e-12 -7.81941569e-05  1.28000000e-12  1.10341418e-02  1.28000000e-12 -1.89746985e-04  1.28000000e-12 -3.00172676e-04  1.28000000e-12 -3.01135037e-04  1.28000000e-12 -3.01142631e-04  1.28000000e-12 -3.01142688e-04  1.28000000e-12 -3.01142688e-04 
 2.00000000e-12  1.80000000e+00  2.00000000e-12  0.00000000e+00  2.00000000e-12 -5.92305295e-05  2.00000000e-12  1.73791422e-02  2.00000000e-12 -5.54922357e-05  2.00000000e-12 -2.66590615e-04  2.00000000e-12 -2.69070883e-04  2.00000000e-12 -2.69097274e-04  2.00000000e-12 -2.69097532e-04  2.00000000e-12 -2.69097535e-04 
 2.12800000e-12  1.80000000e+00  2.12800000e-12  0.00000000e+00  2.12800000e-12 -5.92491483e-05  2.12800000e-12  1.76886110e-02  2.12800000e-12 -3.91386494e-05  2.12800000e-12 -2.61203706e-04  2.12800000e-12 -2.63923755e-04  2.12800000e-12 -2.63954223e-04  2.12800000e-12 -2.63954536e-04  2.12800000e-12 -2.63954539e-04 
 2.38400000e-12  1.80000000e+00  2.38400000e-12  0.00000000e+00  2.38400000e-12 -6.16754827e-05  2.38400000e-12  1.67956732e-02  2.38400000e-12 -1.77352617e-05  2.38400000e-12 -2.50799331e-04  2.38400000e-12 -2.53893987e-04  2.38400000e-12 -2.53931865e-04  2.38400000e-12 -2.53932290e-04  2.38400000e-12 -2.53932295e-04 
 2.89600000e-12  1.80000000e+00  2.89600000e-12  0.00000000e+00  2.89600000e-12 -6.80568801e-05  2.89600000e-12  1.32776117e-02  2.89600000e-12 -5.17646961e-05  2.89600000e-12 -2.32400986e-04  2.89600000e-12 -2.35340426e-04  2.89600000e-12 -2.35383827e-04  2.89600000e-12 -2.35384410e-04  2.89600000e-12 -2.35384417e-04 
